District name,Category,Student group,2021-2022 student count - year to date,2021-2022 attendance rate - year to date,2020-2021 student count,2020-2021 attendance rate,2019-2020 student count,2019-2020 attendance rate,Coordinates
Rocky Hill School District,Free/Reduced Lunch,Free Meal Eligible,427,0.9161,376.0,0.9213,446.0,0.944,"41.65093802, -72.639624976)"
Rocky Hill School District,Free/Reduced Lunch,Reduced Price Meal Eligible,84,0.9411,75.0,0.9498,92.0,0.9604,"41.65093802, -72.639624976)"
Rocky Hill School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,511,0.9201,451.0,0.926,538.0,0.9468,"41.65093802, -72.639624976)"
Rocky Hill School District,English Learners,English Learners,163,0.9414,185.0,0.9788,214.0,0.9655,"41.65093802, -72.639624976)"
Rocky Hill School District,Race/Ethnicity,All other races,798,0.9559,846.0,0.9777,883.0,0.9666,"41.65093802, -72.639624976)"
Rocky Hill School District,Race/Ethnicity,Black or African American,86,0.9456,87.0,0.9381,80.0,0.9596,"41.65093802, -72.639624976)"
Rocky Hill School District,Race/Ethnicity,Hispanic/Latino of any race,297,0.9227,269.0,0.9187,260.0,0.9412,"41.65093802, -72.639624976)"
Rocky Hill School District,Race/Ethnicity,White,1302,0.9488,1355.0,0.9612,1392.0,0.9626,"41.65093802, -72.639624976)"
Rocky Hill School District,High Needs,Students Without High Needs,1600,0.9573,1743.0,0.97,1736.0,0.9669,"41.65093802, -72.639624976)"
Rocky Hill School District,High Needs,Students With High Needs,818,0.9302,771.0,0.9428,879.0,0.9514,"41.65093802, -72.639624976)"
Salem School District,,All Students,385,0.9435,372.0,0.9565,414.0,0.9552,"41.487969012, -72.273733026)"
Salem School District,Students With Disabilities,Students With Disabilities,53,0.9389,49.0,0.9435,62.0,0.9637,"41.487969012, -72.273733026)"
Salem School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,69,0.9155,79.0,0.9349,86.0,0.944,"41.487969012, -72.273733026)"
Salem School District,Race/Ethnicity,Hispanic/Latino of any race,31,0.9346,,,32.0,0.9541,"41.487969012, -72.273733026)"
Salem School District,Race/Ethnicity,White,321,0.9447,306.0,0.9561,347.0,0.9555,"41.487969012, -72.273733026)"
Salem School District,High Needs,Students Without High Needs,273,0.9502,254.0,0.9681,293.0,0.9568,"41.487969012, -72.273733026)"
Salem School District,High Needs,Students With High Needs,103,0.9269,110.0,0.9352,121.0,0.9511,"41.487969012, -72.273733026)"
Salisbury School District,,All Students,282,0.9395,294.0,0.9661,264.0,0.9528,"41.970814728, -73.439232547)"
Salisbury School District,Students With Disabilities,Students With Disabilities,27,0.916,33.0,0.9607,25.0,0.9305,"41.970814728, -73.439232547)"
Salisbury School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,45,0.9224,52.0,0.9438,59.0,0.9319,"41.970814728, -73.439232547)"
Salisbury School District,Race/Ethnicity,Hispanic/Latino of any race,31,0.9368,29.0,0.9506,,,"41.970814728, -73.439232547)"
Salisbury School District,Race/Ethnicity,White,221,0.9404,232.0,0.9692,211.0,0.9519,"41.970814728, -73.439232547)"
Salisbury School District,High Needs,Students Without High Needs,210,0.9435,212.0,0.9715,187.0,0.9584,"41.970814728, -73.439232547)"
Salisbury School District,High Needs,Students With High Needs,70,0.9277,76.0,0.9508,77.0,0.9389,"41.970814728, -73.439232547)"
Scotland School District,,All Students,86,0.9128,82.0,0.9534,88.0,0.9656,"41.764351205, -72.095143556)"
Scotland School District,Students With Disabilities,Students With Disabilities,21,0.9103,,,,,"41.764351205, -72.095143556)"
Scotland School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,32,0.9122,28.0,0.9444,35.0,0.9665,"41.764351205, -72.095143556)"
Scotland School District,Race/Ethnicity,White,78,0.9152,,,,,"41.764351205, -72.095143556)"
Scotland School District,High Needs,Students Without High Needs,39,0.9196,40.0,0.9618,43.0,0.9657,"41.764351205, -72.095143556)"
Scotland School District,High Needs,Students With High Needs,46,0.9081,40.0,0.9457,45.0,0.9656,"41.764351205, -72.095143556)"
Seymour School District,,All Students,2077,0.9296,2075.0,0.9497,2175.0,0.9498,"41.402895, -73.056624994)"
Seymour School District,Students With Disabilities,Students With Disabilities,301,0.9081,287.0,0.9144,318.0,0.9314,"41.402895, -73.056624994)"
Seymour School District,Free/Reduced Lunch,Free Meal Eligible,586,0.9119,636.0,0.9213,669.0,0.9329,"41.402895, -73.056624994)"
Seymour School District,Free/Reduced Lunch,Reduced Price Meal Eligible,176,0.9323,199.0,0.9512,184.0,0.946,"41.402895, -73.056624994)"
Seymour School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,762,0.9167,835.0,0.9285,853.0,0.9357,"41.402895, -73.056624994)"
Seymour School District,English Learners,English Learners,109,0.9238,88.0,0.9402,85.0,0.9466,"41.402895, -73.056624994)"
Seymour School District,Race/Ethnicity,All other races,117,0.9338,122.0,0.9301,127.0,0.9466,"41.402895, -73.056624994)"
Seymour School District,Race/Ethnicity,Black or African American,143,0.9388,116.0,0.9541,112.0,0.9571,"41.402895, -73.056624994)"
Seymour School District,Race/Ethnicity,Hispanic/Latino of any race,434,0.9046,371.0,0.9296,372.0,0.942,"41.402895, -73.056624994)"
Seymour School District,Race/Ethnicity,White,1383,0.9359,1466.0,0.956,1564.0,0.9513,"41.402895, -73.056624994)"
Seymour School District,High Needs,Students Without High Needs,1090,0.9407,1069.0,0.9676,1151.0,0.9607,"41.402895, -73.056624994)"
Seymour School District,High Needs,Students With High Needs,948,0.9173,994.0,0.9305,1024.0,0.9374,"41.402895, -73.056624994)"
Sharon School District,,All Students,99,0.9281,103.0,0.9606,96.0,0.9578,"41.882504021, -73.471424008)"
Sharon School District,Students With Disabilities,Students With Disabilities,22,0.9206,23.0,0.9589,27.0,0.9541,"41.882504021, -73.471424008)"
Sharon School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,39,0.9285,38.0,0.9552,39.0,0.9578,"41.882504021, -73.471424008)"
Sharon School District,Race/Ethnicity,White,85,0.9301,83.0,0.9609,84.0,0.9565,"41.882504021, -73.471424008)"
Sharon School District,High Needs,Students Without High Needs,43,0.9372,52.0,0.9687,47.0,0.9627,"41.882504021, -73.471424008)"
Sharon School District,High Needs,Students With High Needs,50,0.9181,50.0,0.9519,49.0,0.9531,"41.882504021, -73.471424008)"
Shelton School District,,All Students,4404,0.9369,4337.0,0.9456,4601.0,0.9535,"41.310959981, -73.100349024)"
Shelton School District,Students With Disabilities,Students With Disabilities,638,0.916,612.0,0.9256,663.0,0.9435,"41.310959981, -73.100349024)"
Shelton School District,Free/Reduced Lunch,Free Meal Eligible,1029,0.9175,1046.0,0.9143,1175.0,0.9425,"41.310959981, -73.100349024)"
Shelton School District,Free/Reduced Lunch,Reduced Price Meal Eligible,265,0.9343,313.0,0.9297,240.0,0.9478,"41.310959981, -73.100349024)"
Shelton School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,1294,0.921,1359.0,0.9179,1415.0,0.9434,"41.310959981, -73.100349024)"
Shelton School District,English Learners,English Learners,295,0.9427,261.0,0.9347,260.0,0.9578,"41.310959981, -73.100349024)"
Shelton School District,Race/Ethnicity,All other races,425,0.9485,403.0,0.9594,411.0,0.9631,"41.310959981, -73.100349024)"
Shelton School District,Race/Ethnicity,Black or African American,332,0.9454,307.0,0.9389,323.0,0.9565,"41.310959981, -73.100349024)"
Shelton School District,Race/Ethnicity,Hispanic/Latino of any race,973,0.9252,822.0,0.926,790.0,0.9489,"41.310959981, -73.100349024)"
Shelton School District,Race/Ethnicity,White,2674,0.9382,2805.0,0.95,3077.0,0.9531,"41.310959981, -73.100349024)"
Shelton School District,High Needs,Students Without High Needs,2564,0.9467,2487.0,0.9609,2741.0,0.9586,"41.310959981, -73.100349024)"
Shelton School District,High Needs,Students With High Needs,1772,0.923,1790.0,0.9247,1860.0,0.9459,"41.310959981, -73.100349024)"
Sherman School District,,All Students,247,0.94,250.0,0.9592,251.0,0.9544,"41.578167007, -73.496060014)"
Sherman School District,Students With Disabilities,Students With Disabilities,35,0.9275,39.0,0.9411,44.0,0.9498,"41.578167007, -73.496060014)"
Sherman School District,Race/Ethnicity,Hispanic/Latino of any race,21,0.9538,,,,,"41.578167007, -73.496060014)"
Sherman School District,Race/Ethnicity,White,207,0.9388,213.0,0.9574,219.0,0.9529,"41.578167007, -73.496060014)"
Sherman School District,High Needs,Students Without High Needs,200,0.9423,196.0,0.963,197.0,0.9551,"41.578167007, -73.496060014)"
Sherman School District,High Needs,Students With High Needs,42,0.9274,47.0,0.9426,54.0,0.9518,"41.578167007, -73.496060014)"
Simsbury School District,,All Students,4068,0.9414,4004.0,0.9738,4035.0,0.9571,"41.881690937, -72.804042373)"
Simsbury School District,Students With Disabilities,Students With Disabilities,616,0.917,567.0,0.9556,591.0,0.9477,"41.881690937, -72.804042373)"
Simsbury School District,Free/Reduced Lunch,Free Meal Eligible,452,0.9126,483.0,0.9464,423.0,0.9446,"41.881690937, -72.804042373)"
Simsbury School District,Free/Reduced Lunch,Reduced Price Meal Eligible,81,0.9335,142.0,0.9675,160.0,0.9569,"41.881690937, -72.804042373)"
Simsbury School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,533,0.9158,625.0,0.9512,583.0,0.948,"41.881690937, -72.804042373)"
Simsbury School District,English Learners,English Learners,70,0.9289,62.0,0.9498,80.0,0.9544,"41.881690937, -72.804042373)"
Simsbury School District,Race/Ethnicity,All other races,473,0.9503,460.0,0.9809,464.0,0.9602,"41.881690937, -72.804042373)"
Simsbury School District,Race/Ethnicity,Black or African American,240,0.9228,230.0,0.9468,231.0,0.9562,"41.881690937, -72.804042373)"
Simsbury School District,Race/Ethnicity,Hispanic/Latino of any race,454,0.9303,438.0,0.9623,381.0,0.9508,"41.881690937, -72.804042373)"
Simsbury School District,Race/Ethnicity,White,2901,0.9433,2876.0,0.9766,2959.0,0.9575,"41.881690937, -72.804042373)"
Simsbury School District,High Needs,Students Without High Needs,2978,0.9489,2881.0,0.9803,2964.0,0.9599,"41.881690937, -72.804042373)"
Simsbury School District,High Needs,Students With High Needs,1040,0.9207,1071.0,0.9567,1071.0,0.9494,"41.881690937, -72.804042373)"
Somers School District,,All Students,1319,0.9478,1295.0,0.9554,1318.0,0.955,"41.976831989, -72.457597029)"
Somers School District,Students With Disabilities,Students With Disabilities,202,0.9311,199.0,0.936,201.0,0.942,"41.976831989, -72.457597029)"
Somers School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,68,0.9322,68.0,0.9253,153.0,0.9358,"41.976831989, -72.457597029)"
Somers School District,Race/Ethnicity,All other races,42,0.9454,42.0,0.9536,40.0,0.9496,"41.976831989, -72.457597029)"
Somers School District,Race/Ethnicity,Black or African American,30,0.9275,38.0,0.9215,40.0,0.9475,"41.976831989, -72.457597029)"
Somers School District,Race/Ethnicity,Hispanic/Latino of any race,66,0.9334,60.0,0.9334,65.0,0.9508,"41.976831989, -72.457597029)"
Somers School District,Race/Ethnicity,White,1181,0.9493,1155.0,0.9577,1173.0,0.9557,"41.976831989, -72.457597029)"
Somers School District,High Needs,Students Without High Needs,1057,0.9519,1034.0,0.9598,1017.0,0.959,"41.976831989, -72.457597029)"
Somers School District,High Needs,Students With High Needs,250,0.9327,241.0,0.9374,301.0,0.9416,"41.976831989, -72.457597029)"
Southington School District,,All Students,6171,0.9409,6113.0,0.9515,6235.0,0.9527,"41.589493012, -72.896007026)"
Southington School District,Students With Disabilities,Students With Disabilities,920,0.9131,874.0,0.9199,920.0,0.9301,"41.589493012, -72.896007026)"
Southington School District,Free/Reduced Lunch,Free Meal Eligible,1116,0.9099,1130.0,0.9156,1167.0,0.9299,"41.589493012, -72.896007026)"
Southington School District,Free/Reduced Lunch,Reduced Price Meal Eligible,297,0.9335,321.0,0.9459,270.0,0.9463,"41.589493012, -72.896007026)"
Southington School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,1413,0.9149,1451.0,0.9224,1437.0,0.933,"41.589493012, -72.896007026)"
Southington School District,English Learners,English Learners,146,0.9289,142.0,0.9354,135.0,0.9497,"41.589493012, -72.896007026)"
Southington School District,Race/Ethnicity,All other races,563,0.9441,515.0,0.9533,514.0,0.9538,"41.589493012, -72.896007026)"
Southington School District,Race/Ethnicity,Black or African American,147,0.9303,157.0,0.9424,150.0,0.9622,"41.589493012, -72.896007026)"
Southington School District,Race/Ethnicity,Hispanic/Latino of any race,694,0.9197,654.0,0.9197,620.0,0.9396,"41.589493012, -72.896007026)"
Southington School District,Race/Ethnicity,White,4767,0.9439,4787.0,0.9559,4951.0,0.9539,"41.589493012, -72.896007026)"
Southington School District,High Needs,Students Without High Needs,4117,0.9523,4051.0,0.9636,4186.0,0.9607,"41.589493012, -72.896007026)"
Southington School District,High Needs,Students With High Needs,2017,0.918,2021.0,0.9273,2049.0,0.936,"41.589493012, -72.896007026)"
South Windsor School District,,All Students,4714,0.9476,4569.0,0.9762,4510.0,0.9598,"41.826470286, -72.525508968)"
South Windsor School District,Students With Disabilities,Students With Disabilities,579,0.9226,589.0,0.9464,582.0,0.946,"41.826470286, -72.525508968)"
South Windsor School District,Free/Reduced Lunch,Free Meal Eligible,583,0.9206,619.0,0.9448,642.0,0.9405,"41.826470286, -72.525508968)"
South Windsor School District,Free/Reduced Lunch,Reduced Price Meal Eligible,197,0.9458,193.0,0.9661,151.0,0.9577,"41.826470286, -72.525508968)"
South Windsor School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,780,0.927,812.0,0.9499,793.0,0.9438,"41.826470286, -72.525508968)"
South Windsor School District,English Learners,English Learners,350,0.9388,322.0,0.9751,324.0,0.9526,"41.826470286, -72.525508968)"
South Windsor School District,Race/Ethnicity,All other races,1635,0.9524,1482.0,0.9839,1387.0,0.9632,"41.826470286, -72.525508968)"
South Windsor School District,Race/Ethnicity,Black or African American,276,0.931,276.0,0.9532,278.0,0.9497,"41.826470286, -72.525508968)"
South Windsor School District,Race/Ethnicity,Hispanic/Latino of any race,462,0.9347,436.0,0.9633,410.0,0.9523,"41.826470286, -72.525508968)"
South Windsor School District,Race/Ethnicity,White,2341,0.9486,2375.0,0.9764,2435.0,0.9602,"41.826470286, -72.525508968)"
South Windsor School District,High Needs,Students Without High Needs,3236,0.9548,3112.0,0.9843,3125.0,0.9645,"41.826470286, -72.525508968)"
South Windsor School District,High Needs,Students With High Needs,1409,0.9312,1422.0,0.9581,1385.0,0.9489,"41.826470286, -72.525508968)"
Sprague School District,,All Students,248,0.9111,246.0,0.9169,257.0,0.9446,"41.62290902, -72.08586197)"
Sprague School District,Students With Disabilities,Students With Disabilities,37,0.901,41.0,0.8989,49.0,0.9193,"41.62290902, -72.08586197)"
Sprague School District,Free/Reduced Lunch,Free Meal Eligible,131,0.9062,129.0,0.8879,129.0,0.9369,"41.62290902, -72.08586197)"
Sprague School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,143,0.9068,163.0,0.8988,163.0,0.9412,"41.62290902, -72.08586197)"
Sprague School District,Race/Ethnicity,All other races,41,0.9239,38.0,0.925,,,"41.62290902, -72.08586197)"
Sprague School District,Race/Ethnicity,White,164,0.9085,160.0,0.9267,177.0,0.942,"41.62290902, -72.08586197)"
Sprague School District,High Needs,Students Without High Needs,76,0.9215,62.0,0.9608,74.0,0.9623,"41.62290902, -72.08586197)"
Sprague School District,High Needs,Students With High Needs,158,0.9068,175.0,0.9016,183.0,0.9371,"41.62290902, -72.08586197)"
Stafford School District,,All Students,1312,0.9244,1359.0,0.9506,1371.0,0.9482,"41.968982495, -72.346228363)"
Stafford School District,Students With Disabilities,Students With Disabilities,213,0.8974,207.0,0.9191,218.0,0.9388,"41.968982495, -72.346228363)"
Stafford School District,Free/Reduced Lunch,Free Meal Eligible,329,0.9056,418.0,0.9231,466.0,0.9348,"41.968982495, -72.346228363)"
Stafford School District,Free/Reduced Lunch,Reduced Price Meal Eligible,67,0.8978,138.0,0.946,121.0,0.9527,"41.968982495, -72.346228363)"
Stafford School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,396,0.9043,556.0,0.9288,587.0,0.9385,"41.968982495, -72.346228363)"
Stafford School District,Race/Ethnicity,Hispanic/Latino of any race,129,0.9173,108.0,0.9387,109.0,0.9376,"41.968982495, -72.346228363)"
Stafford School District,Race/Ethnicity,White,1106,0.9255,1176.0,0.9513,1183.0,0.9495,"41.968982495, -72.346228363)"
Stafford School District,High Needs,Students Without High Needs,762,0.9366,688.0,0.9686,692.0,0.9559,"41.968982495, -72.346228363)"
Stafford School District,High Needs,Students With High Needs,527,0.9075,646.0,0.9315,679.0,0.9401,"41.968982495, -72.346228363)"
Stamford School District,,All Students,15986,0.9104,15821.0,0.9386,16311.0,0.9469,"41.104561985, -73.533325034)"
Stamford School District,Homelessness,Students Experiencing Homelessness,57,0.8306,27.0,0.839,75.0,0.8648,"41.104561985, -73.533325034)"
Stamford School District,Students With Disabilities,Students With Disabilities,2257,0.8848,2144.0,0.9096,2344.0,0.9293,"41.104561985, -73.533325034)"
Stamford School District,Free/Reduced Lunch,Free Meal Eligible,7070,0.8972,7484.0,0.9205,8008.0,0.9401,"41.104561985, -73.533325034)"
Stamford School District,Free/Reduced Lunch,Reduced Price Meal Eligible,1385,0.922,1535.0,0.941,1620.0,0.9503,"41.104561985, -73.533325034)"
Stamford School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,8455,0.9013,9019.0,0.924,9628.0,0.9418,"41.104561985, -73.533325034)"
Stamford School District,English Learners,English Learners,2046,0.8806,1997.0,0.8917,2444.0,0.934,"41.104561985, -73.533325034)"
Stamford School District,Race/Ethnicity,All other races,1611,0.9216,1676.0,0.9569,1736.0,0.9457,"41.104561985, -73.533325034)"
Stamford School District,Race/Ethnicity,Black or African American,2212,0.892,2253.0,0.9215,2364.0,0.9413,"41.104561985, -73.533325034)"
Stamford School District,Race/Ethnicity,Hispanic/Latino of any race,7786,0.9027,7276.0,0.9249,7316.0,0.9443,"41.104561985, -73.533325034)"
Stamford School District,Race/Ethnicity,White,4377,0.9289,4616.0,0.9615,4895.0,0.9538,"41.104561985, -73.533325034)"
Stamford School District,High Needs,Students Without High Needs,5490,0.9344,5521.0,0.9696,5599.0,0.9584,"41.104561985, -73.533325034)"
Stamford School District,High Needs,Students With High Needs,9864,0.8986,9964.0,0.9225,10712.0,0.9409,"41.104561985, -73.533325034)"
Sterling School District,,All Students,314,0.8974,295.0,0.9066,325.0,0.9372,"41.705219015, -71.836081004)"
Sterling School District,Students With Disabilities,Students With Disabilities,51,0.8815,48.0,0.8954,55.0,0.9146,"41.705219015, -71.836081004)"
Sterling School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,106,0.8849,100.0,0.8735,133.0,0.928,"41.705219015, -71.836081004)"
Sterling School District,Race/Ethnicity,Hispanic/Latino of any race,29,0.8697,24.0,0.9251,,,"41.705219015, -71.836081004)"
Sterling School District,Race/Ethnicity,White,253,0.9003,243.0,0.9131,269.0,0.9383,"41.705219015, -71.836081004)"
Sterling School District,High Needs,Students Without High Needs,173,0.9073,158.0,0.9227,165.0,0.9449,"41.705219015, -71.836081004)"
Sterling School District,High Needs,Students With High Needs,132,0.8855,125.0,0.8856,160.0,0.9294,"41.705219015, -71.836081004)"
Stonington School District,,All Students,1805,0.9313,1851.0,0.924,1931.0,0.9499,"41.361770994, -71.856384991)"
Stonington School District,Students With Disabilities,Students With Disabilities,246,0.9033,265.0,0.8901,291.0,0.9399,"41.361770994, -71.856384991)"
Stonington School District,Free/Reduced Lunch,Free Meal Eligible,340,0.9052,392.0,0.8909,447.0,0.9398,"41.361770994, -71.856384991)"
Stonington School District,Free/Reduced Lunch,Reduced Price Meal Eligible,70,0.9234,102.0,0.9106,85.0,0.9477,"41.361770994, -71.856384991)"
Stonington School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,410,0.9084,494.0,0.895,532.0,0.9411,"41.361770994, -71.856384991)"
Stonington School District,Race/Ethnicity,All other races,148,0.93,151.0,0.9189,135.0,0.9568,"41.361770994, -71.856384991)"
Stonington School District,Race/Ethnicity,White,1521,0.9329,1558.0,0.9289,1650.0,0.9497,"41.361770994, -71.856384991)"
Stonington School District,High Needs,Students Without High Needs,1206,0.9414,1176.0,0.9374,1219.0,0.9544,"41.361770994, -71.856384991)"
Stonington School District,High Needs,Students With High Needs,574,0.9109,654.0,0.9006,712.0,0.9422,"41.361770994, -71.856384991)"
Stratford School District,,All Students,6724,0.9173,6742.0,0.9201,6694.0,0.9429,"41.192561171, -73.147802108)"
Stratford School District,Homelessness,Students Experiencing Homelessness,24,0.9006,,,31.0,0.9013,"41.192561171, -73.147802108)"
Stratford School District,Students With Disabilities,Students With Disabilities,1040,0.8936,1053.0,0.8836,1000.0,0.9244,"41.192561171, -73.147802108)"
Stratford School District,Free/Reduced Lunch,Free Meal Eligible,2765,0.905,2520.0,0.8891,2792.0,0.9315,"41.192561171, -73.147802108)"
Stratford School District,Free/Reduced Lunch,Reduced Price Meal Eligible,533,0.9246,556.0,0.9272,629.0,0.9468,"41.192561171, -73.147802108)"
Stratford School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,3298,0.9082,3076.0,0.896,3421.0,0.9343,"41.192561171, -73.147802108)"
Stratford School District,English Learners,English Learners,487,0.9244,418.0,0.9036,473.0,0.9441,"41.192561171, -73.147802108)"
Stratford School District,Race/Ethnicity,All other races,450,0.9297,464.0,0.9268,442.0,0.9477,"41.192561171, -73.147802108)"
Stratford School District,Race/Ethnicity,Black or African American,1707,0.9197,1656.0,0.9048,1558.0,0.9485,"41.192561171, -73.147802108)"
Stratford School District,Race/Ethnicity,Hispanic/Latino of any race,2587,0.9121,2484.0,0.9107,2440.0,0.9375,"41.192561171, -73.147802108)"
Stratford School District,Race/Ethnicity,White,1980,0.9193,2138.0,0.9409,2254.0,0.9439,"41.192561171, -73.147802108)"
Stratford School District,High Needs,Students Without High Needs,2714,0.9302,2931.0,0.9472,2768.0,0.9532,"41.192561171, -73.147802108)"
Stratford School District,High Needs,Students With High Needs,3850,0.909,3666.0,0.8987,3926.0,0.9355,"41.192561171, -73.147802108)"
Suffield School District,,All Students,2016,0.9356,2058.0,0.9553,2068.0,0.9491,"41.985172989, -72.661656976)"
Suffield School District,Students With Disabilities,Students With Disabilities,279,0.9167,280.0,0.9209,281.0,0.9152,"41.985172989, -72.661656976)"
Suffield School District,Free/Reduced Lunch,Free Meal Eligible,225,0.8993,271.0,0.9069,303.0,0.9253,"41.985172989, -72.661656976)"
Suffield School District,Free/Reduced Lunch,Reduced Price Meal Eligible,77,0.9311,73.0,0.9296,54.0,0.931,"41.985172989, -72.661656976)"
Suffield School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,302,0.9074,344.0,0.9118,357.0,0.9262,"41.985172989, -72.661656976)"
Suffield School District,English Learners,English Learners,41,0.9449,46.0,0.9296,44.0,0.937,"41.985172989, -72.661656976)"
Suffield School District,Race/Ethnicity,All other races,105,0.945,106.0,0.9648,103.0,0.9619,"41.985172989, -72.661656976)"
Suffield School District,Race/Ethnicity,Black or African American,79,0.9097,88.0,0.9323,74.0,0.9471,"41.985172989, -72.661656976)"
Suffield School District,Race/Ethnicity,Hispanic/Latino of any race,157,0.9173,151.0,0.919,147.0,0.9305,"41.985172989, -72.661656976)"
Suffield School District,Race/Ethnicity,White,1675,0.938,1713.0,0.9591,1744.0,0.9499,"41.985172989, -72.661656976)"
Suffield School District,High Needs,Students Without High Needs,1449,0.943,1469.0,0.9663,1494.0,0.9579,"41.985172989, -72.661656976)"
Suffield School District,High Needs,Students With High Needs,532,0.9172,562.0,0.9258,574.0,0.9259,"41.985172989, -72.661656976)"
Thomaston School District,,All Students,795,0.9423,801.0,0.9278,822.0,0.9565,"41.656531012, -73.093943993)"
Thomaston School District,Students With Disabilities,Students With Disabilities,113,0.926,119.0,0.9106,127.0,0.9398,"41.656531012, -73.093943993)"
Thomaston School District,Free/Reduced Lunch,Free Meal Eligible,219,0.9215,207.0,0.8884,226.0,0.9396,"41.656531012, -73.093943993)"
Thomaston School District,Free/Reduced Lunch,Reduced Price Meal Eligible,53,0.9242,75.0,0.9152,53.0,0.9498,"41.656531012, -73.093943993)"
Thomaston School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,272,0.922,282.0,0.8956,279.0,0.9415,"41.656531012, -73.093943993)"
Thomaston School District,Race/Ethnicity,Hispanic/Latino of any race,81,0.9159,60.0,0.8736,56.0,0.9354,"41.656531012, -73.093943993)"
Thomaston School District,Race/Ethnicity,White,662,0.9454,700.0,0.9321,730.0,0.9571,"41.656531012, -73.093943993)"
Thomaston School District,High Needs,Students Without High Needs,449,0.9543,451.0,0.9468,476.0,0.9654,"41.656531012, -73.093943993)"
Thomaston School District,High Needs,Students With High Needs,341,0.9271,345.0,0.9031,346.0,0.9439,"41.656531012, -73.093943993)"
Thompson School District,,All Students,892,0.8924,926.0,0.9039,944.0,0.9296,"41.976839994, -71.897569975)"
Thompson School District,Students With Disabilities,Students With Disabilities,177,0.8579,170.0,0.859,165.0,0.92,"41.976839994, -71.897569975)"
Thompson School District,Free/Reduced Lunch,Free Meal Eligible,296,0.8617,344.0,0.8595,373.0,0.9159,"41.976839994, -71.897569975)"
Thompson School District,Free/Reduced Lunch,Reduced Price Meal Eligible,66,0.8922,82.0,0.8951,84.0,0.9335,"41.976839994, -71.897569975)"
Thompson School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,362,0.8671,426.0,0.8664,457.0,0.9191,"41.976839994, -71.897569975)"
Thompson School District,Race/Ethnicity,Hispanic/Latino of any race,69,0.8757,73.0,0.8455,56.0,0.9159,"41.976839994, -71.897569975)"
Thompson School District,Race/Ethnicity,White,783,0.8934,806.0,0.911,848.0,0.9302,"41.976839994, -71.897569975)"
Thompson School District,High Needs,Students Without High Needs,422,0.916,418.0,0.9416,429.0,0.9397,"41.976839994, -71.897569975)"
Thompson School District,High Needs,Students With High Needs,448,0.8713,486.0,0.871,515.0,0.921,"41.976839994, -71.897569975)"
Tolland School District,,All Students,2200,0.9351,2256.0,0.9734,2319.0,0.9629,"41.869513478, -72.347086798)"
Tolland School District,Students With Disabilities,Students With Disabilities,307,0.9164,301.0,0.9523,312.0,0.9492,"41.869513478, -72.347086798)"
Tolland School District,Free/Reduced Lunch,Free Meal Eligible,245,0.9074,202.0,0.9444,221.0,0.9486,"41.869513478, -72.347086798)"
Tolland School District,Free/Reduced Lunch,Reduced Price Meal Eligible,82,0.9254,112.0,0.9498,97.0,0.9453,"41.869513478, -72.347086798)"
Tolland School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,327,0.9119,314.0,0.9464,318.0,0.9476,"41.869513478, -72.347086798)"
Tolland School District,English Learners,English Learners,24,0.9446,,,,,"41.869513478, -72.347086798)"
Tolland School District,Race/Ethnicity,All other races,133,0.94,135.0,0.9748,126.0,0.964,"41.869513478, -72.347086798)"
Tolland School District,Race/Ethnicity,Black or African American,65,0.9335,61.0,0.9575,61.0,0.9666,"41.869513478, -72.347086798)"
Tolland School District,Race/Ethnicity,Hispanic/Latino of any race,199,0.9228,167.0,0.9648,152.0,0.9619,"41.869513478, -72.347086798)"
Tolland School District,Race/Ethnicity,White,1803,0.9361,1893.0,0.9745,1980.0,0.9627,"41.869513478, -72.347086798)"
Tolland School District,High Needs,Students Without High Needs,1616,0.9416,1676.0,0.9806,1753.0,0.9668,"41.869513478, -72.347086798)"
Tolland School District,High Needs,Students With High Needs,571,0.9175,555.0,0.9522,566.0,0.9504,"41.869513478, -72.347086798)"
Torrington School District,,All Students,3813,0.9188,3690.0,0.9016,3810.0,0.9457,"41.816960011, -73.110832019)"
